Path,Truth
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022349.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11282.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54514.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077615.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092325.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037514.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32974.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32585.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092698.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20503.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18378.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060526.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09932.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022575.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11669.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20300.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09696.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008877.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12487.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008035.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08483.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008147.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077744.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32636.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037083.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037186.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037659.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11721.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085333.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09464.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058205.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08365.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009900.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08805.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11798.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18624.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009854.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07245.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09685.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12153.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12089.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07517.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092595.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092836.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009106.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008405.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037525.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027155.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060018.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11637.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009030.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092725.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57946.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037132.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085564.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092935.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07551.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57511.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008955.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57433.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060409.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085856.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008639.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058896.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085454.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058256.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060607.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009290.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11952.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08914.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18613.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009042.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077494.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20369.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08894.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085992.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07649.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07981.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57861.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009023.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07557.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085017.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009213.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060882.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060726.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037552.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08734.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18410.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18138.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077473.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20666.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009603.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08791.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060469.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20271.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08491.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009884.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027428.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008531.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20520.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092299.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09751.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022139.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077857.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085079.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037949.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11503.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09551.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32303.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037488.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027508.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57184.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058252.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060153.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57735.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18475.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008684.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12042.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20059.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57757.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20906.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54006.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54700.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11718.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12857.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085194.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092883.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037125.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07189.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037154.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11056.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08957.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20327.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027934.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20304.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077489.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18333.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57135.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060844.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12007.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058144.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009254.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54610.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20147.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060981.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022105.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54623.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09140.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32049.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18439.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022867.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092025.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18353.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092341.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12307.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037100.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09199.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54067.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20700.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08287.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57777.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008529.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008702.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18615.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085456.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060221.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060615.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12728.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54481.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022197.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077903.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07087.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07259.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07635.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058115.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008363.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20536.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058036.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11750.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008519.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037879.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18205.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07193.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32138.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085848.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07188.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058540.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037021.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085537.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07545.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18238.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022267.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07585.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11684.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085813.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09094.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058984.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077606.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060412.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54679.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058987.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085624.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32241.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07686.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32884.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058145.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11436.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11183.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058416.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058482.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027865.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20224.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57950.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009522.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54134.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09014.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20123.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009731.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57317.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18153.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18716.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09712.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092788.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022276.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32275.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18708.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20631.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058454.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18868.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07373.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022618.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027539.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07321.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07952.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20913.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027667.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54510.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085297.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027918.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/12221.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022446.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20152.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11090.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20216.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08656.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060547.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11990.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18815.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07509.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092304.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037790.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009436.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32484.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57359.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027779.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09034.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058461.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092918.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058718.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058492.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077353.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060041.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54593.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09073.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08661.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32052.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20867.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077040.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022912.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54011.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092084.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009065.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32931.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085651.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/54731.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060098.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09672.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008829.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009878.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077777.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060457.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037869.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085777.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/09822.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037709.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027850.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060013.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07119.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037691.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11664.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037766.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/009150.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/07308.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058877.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085133.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/058026.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027992.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57825.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/085181.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077081.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077122.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/037862.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/18851.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022223.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/11961.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32698.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57885.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022319.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022247.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57321.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08565.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08340.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32573.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077112.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/57993.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/32144.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060687.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092555.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092615.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060028.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/060050.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027568.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/027206.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/022017.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/20864.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/REAL/08799.png,1
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/077905.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/092942.png,0
/Users/srijit/Documents/Projects Personal/LPQ-NET/datasets/FAKE/008623.png,0
